THERMAL ZONE: P1-6-COMMERCE 1-Cooling,THERMAL ZONE: HALL-1-7-Cooling,THERMAL ZONE: HALL-1-6-Cooling,,timestep
23.206541,25.333452,22.50834,,748
25.682234,22.696518,25.248829,,749
23.940498,25.11338,22.400024,,750
23.107685,25.598877,24.7989,,751
25.143118,22.770622,22.453205,,752
25.245518,22.43726,22.906616,,753
22.399965,25.34165,25.45775,,754
22.62587,22.93542,22.592514,,755
22.152586,24.212578,22.381397,,756
25.298977,22.681988,25.551838,,757
25.60102,22.633322,22.58405,,758
25.88392,25.583513,24.443144,,759
25.352201,22.818626,24.143782,,760
24.086973,22.553106,23.265116,,761
25.943138,25.687038,25.346323,,762
23.824207,25.313316,24.528702,,763
23.211138,22.394106,25.557997,,764
23.513828,25.409998,22.390167,,765
23.306505,23.426992,24.670218,,766
24.444471,25.182005,22.449436,,767
22.930176,24.496616,25.55402,,768
25.78182,24.825842,23.74294,,769
24.235962,25.22346,22.823353,,770
23.006937,25.129066,24.894014,,771
24.597256,22.456493,25.585403,,772
24.3848,23.325312,23.184866,,773
24.934748,22.491072,23.564241,,774
23.5101,23.492765,23.666925,,775
23.876633,22.635408,23.349207,,776
24.948063,25.041727,25.220007,,777
25.67353,22.682383,25.5727,,778
22.17974,24.135399,22.9202,,779
25.976372,25.786388,25.811922,,780
24.977482,22.920813,25.489876,,781
24.614815,25.299774,25.100773,,782
25.623486,23.007952,22.591318,,783
25.865389,24.082352,25.629253,,784
25.806501,24.763233,23.947289,,785
23.526527,22.477556,23.339907,,786
24.660807,25.639536,23.067429,,787
23.751387,23.29894,25.480974,,788
22.159266,23.931927,22.775576,,789
24.839025,23.488554,24.506235,,790
24.642773,25.304686,23.55941,,791
22.369278,22.6241,24.92784,,792
24.261503,22.591253,23.0276,,793
23.367985,23.164389,24.086092,,794
23.954987,24.5356,23.246227,,795
24.790787,25.503712,23.674707,,796
25.948725,25.562187,25.566141,,797
23.817343,23.765665,23.748056,,798
22.297768,24.499525,24.562523,,799
23.775286,23.547293,23.112299,,800
22.276419,23.584501,25.11461,,801
25.755466,23.000025,24.842892,,802
23.140667,24.236252,25.701935,,803
22.834892,23.096544,23.897276,,804
25.884008,25.741476,24.28666,,805
24.65786,24.69634,25.601486,,806
25.870064,24.126743,25.664333,,807
22.892694,24.465414,24.51687,,808
23.628992,22.284113,22.248787,,809
23.11969,23.626139,22.380135,,810
24.070152,22.51212,22.288998,,811
23.5936,23.685677,22.930445,,812
25.697458,23.571335,23.28545,,813
24.56923,25.188179,22.49132,,814
25.64825,22.5682,23.452072,,815
25.809727,24.358496,25.64416,,816
22.950481,22.440666,23.424091,,817
25.128092,23.784365,22.55172,,818
25.830482,24.767763,24.35044,,819
23.20914,25.350117,23.593191,,820
23.014263,25.419563,24.253448,,821
24.426718,22.578043,25.43965,,822
23.502499,22.544737,25.4837,,823
22.91143,24.394024,22.971722,,824
22.36791,24.772327,25.48216,,825
22.089888,22.67587,22.852222,,826
24.498928,22.833567,24.833887,,827
25.705944,23.808374,25.696226,,828
24.210352,23.895432,24.26839,,829
23.58689,24.331778,22.787514,,830
23.883627,24.036526,25.730032,,831
23.96968,24.43853,25.574528,,832
23.156536,23.583546,22.202736,,833
24.168486,23.524862,22.527224,,834
22.693298,25.398993,22.529018,,835
23.133352,22.194996,22.363932,,836
22.231752,23.579758,24.360022,,837
25.701487,25.689444,24.167654,,838
22.193935,22.942972,24.353935,,839
23.249472,22.968729,22.292702,,840
23.61246,23.479956,22.276554,,841
22.297876,25.306469,23.757418,,842
22.616894,23.039186,22.237803,,843
25.009562,22.280087,22.946638,,844
22.237492,23.81855,24.21882,,845
25.885624,25.033808,25.021791,,846
25.798803,25.137516,23.442139,,847
24.342627,24.130274,25.40878,,848
24.324913,22.31204,22.59143,,849
23.693161,24.166628,25.337633,,850
24.001408,25.172129,25.566372,,851
24.270185,22.368713,23.599035,,852
23.538124,22.57893,25.006275,,853
25.19955,25.40696,25.344294,,854
25.441433,22.538406,23.115452,,855
23.110012,24.371447,25.610111,,856
22.244337,24.00035,24.15339,,857
25.727295,22.965382,24.398613,,858
23.386688,23.219046,24.329418,,859
25.743034,22.94506,24.686516,,860
25.520304,22.302404,22.443186,,861
22.122946,22.890308,22.152313,,862
23.470507,23.302402,23.901728,,863
22.463892,23.485441,22.84248,,864
22.07116,22.667604,22.542107,,865
23.195086,23.435364,25.085842,,866
23.428524,25.42991,22.56111,,867
24.005987,22.924568,25.342815,,868
23.978697,24.726574,22.402617,,869
24.27438,22.790943,25.359747,,870
25.011679,24.868336,24.182262,,871
25.753078,25.605654,25.566849,,872
23.458237,23.931149,24.513515,,873
23.84894,25.516838,24.656057,,874
22.713036,22.847984,23.056578,,875
25.831387,23.527992,25.605587,,876
24.24485,25.206123,22.368181,,877
23.515461,24.457827,24.820215,,878
25.787498,22.958378,25.429085,,879
22.898699,23.760489,22.32561,,880
23.385977,22.453398,24.20714,,881
22.361202,24.659311,25.481113,,882
25.93137,25.695475,25.137817,,883
23.375534,25.471045,25.736624,,884
25.465172,24.014984,23.525013,,885
22.202663,24.550419,22.89486,,886
23.611162,25.040268,24.135067,,887
25.266972,23.13056,25.711706,,888
25.771152,23.25793,24.851643,,889
25.771515,25.54369,22.572065,,890
25.816235,25.426132,23.44984,,891
24.124454,23.341112,22.81833,,892
24.454031,24.356796,23.505207,,893
24.281971,23.484236,25.596693,,894
24.406212,23.1922,23.955261,,895
23.902859,25.403072,24.208538,,896
24.131498,25.213198,22.871185,,897
25.612268,23.043766,22.364786,,898
22.124695,22.226133,23.893661,,899
23.575214,23.964476,22.51204,,900
24.090992,22.460268,23.963417,,901
23.82145,25.527962,24.412214,,902
25.192444,22.661386,25.573242,,903
23.219532,22.532202,23.892849,,904
22.086294,23.155327,22.311674,,905
22.610144,24.110249,25.072464,,906
22.320812,23.148352,22.480816,,907
25.17287,24.515245,22.58724,,908
22.266268,23.186518,25.34003,,909
23.255836,24.690094,23.591026,,910
23.3946,23.795105,25.510992,,911
25.625774,25.473621,22.479742,,912
25.088142,22.772371,25.62072,,913
22.713537,24.117989,24.202785,,914
22.332153,25.302109,24.344505,,915
23.702076,25.529387,23.926062,,916
23.87675,25.46736,24.87381,,917
25.83082,23.658081,25.465857,,918
24.390919,23.067137,24.229578,,919
23.706217,22.988361,24.4562,,920
24.633076,22.596376,22.310162,,921
25.503845,23.32957,25.504911,,922
23.247917,24.43838,24.628033,,923
25.742783,23.111193,25.476479,,924
25.15454,23.30493,23.234144,,925
23.910645,24.35987,23.397713,,926
24.42947,22.972832,24.37159,,927
25.835287,25.37365,23.826246,,928
25.750113,22.59666,25.155262,,929
22.427328,25.59022,25.67435,,930
23.580513,22.46552,24.743242,,931
24.669294,22.758894,24.727682,,932
25.766422,22.598085,25.431087,,933
22.238428,24.49025,23.563026,,934
22.054651,22.329268,22.230425,,935
25.751316,23.978622,23.793749,,936
25.008404,24.902245,25.097559,,937
22.315989,24.37673,24.995062,,938
23.600119,22.993168,22.4179,,939
23.412357,25.260126,25.62806,,940
23.903444,23.659029,22.438414,,941
25.845497,23.900341,25.473114,,942
24.20966,25.441708,25.17298,,943
24.077816,25.498127,25.590725,,944
23.492374,22.870682,25.41668,,945
25.926916,25.623995,25.133566,,946
22.242338,24.976385,23.143368,,947
22.909157,23.537117,23.00503,,948
24.598343,22.315186,22.491695,,949
23.80305,24.417166,25.416267,,950
22.229177,22.407408,25.488594,,951
22.163147,23.388718,23.384777,,952
25.016243,24.572994,24.907955,,953
22.814718,23.257465,24.183998,,954
25.377052,24.18865,25.64065,,955
23.068802,24.639168,22.36155,,956
25.13503,23.735834,25.322136,,957
23.40698,25.51573,22.754211,,958
22.269764,24.051922,24.53405,,959
22.228914,22.493092,25.398464,,960
23.304012,23.18513,22.476538,,961
23.865194,23.308609,23.31951,,962
25.207752,23.900661,23.996347,,963
25.69764,22.43108,24.428776,,964
23.330458,24.524479,24.048876,,965
25.504307,25.594282,25.684153,,966
25.731888,24.099258,23.342829,,967
22.407282,22.992987,25.567612,,968
23.372238,25.046282,25.704418,,969
24.300365,24.334793,23.593283,,970
22.261759,24.01079,24.4391,,971
25.671598,23.999817,22.417349,,972
23.515182,24.402962,22.976643,,973
22.988007,25.638823,24.027561,,974
22.24993,22.711702,25.537088,,975
25.65381,22.409927,23.704859,,976
25.187613,25.242186,22.714375,,977
25.337214,22.596191,23.02195,,978
22.805988,23.498205,22.29325,,979
25.765154,25.342913,22.686361,,980
25.174715,25.49102,25.363594,,981
24.436287,23.801434,24.86657,,982
23.697697,23.000446,22.918028,,983
25.918474,25.26779,25.346273,,984
23.072199,22.478016,23.181845,,985
25.80767,24.400597,24.329813,,986
24.74678,25.24612,24.406185,,987
22.33032,25.57333,24.042128,,988
25.519352,25.383442,22.47104,,989
23.76161,22.75408,22.818775,,990
23.78521,24.509817,25.602316,,991
24.839687,23.538563,25.072924,,992
25.602755,24.4936,24.532198,,993
24.630087,22.52684,25.504307,,994
22.145378,23.05517,23.41627,,995
25.740747,23.914022,23.678679,,996
22.494724,24.630209,23.711107,,997
24.434792,22.616753,24.59296,,998
22.177982,23.38964,23.636055,,999
24.65399,25.51567,23.219263,,1000
23.52648,22.955622,25.376526,,1001
24.317547,24.485424,25.13522,,1002
22.891592,22.511934,22.426344,,1003
22.389622,22.2622,22.182468,,1004
25.013466,22.48314,24.356758,,1005
22.187778,23.992514,23.199728,,1006
25.611677,22.995504,22.40301,,1007
25.785137,22.650152,25.697168,,1008
22.30766,24.737307,24.492905,,1009
23.485088,23.791605,23.193357,,1010
24.072691,24.189812,25.419844,,1011
25.849527,25.08992,24.352055,,1012
23.732601,25.498676,24.936249,,1013
22.425323,25.59568,25.634813,,1014
24.095467,22.745474,23.710623,,1015
25.97366,25.72397,25.828253,,1016
25.257898,25.228508,22.490211,,1017
24.049904,24.79913,25.717312,,1018
24.880093,24.454699,22.468834,,1019
24.290071,23.879799,24.038641,,1020
25.226921,23.994047,22.554295,,1021
25.8694,24.10444,25.675358,,1022
23.914944,24.534708,25.256052,,1023
22.723787,22.644886,25.445665,,1024
24.493788,22.675198,25.553072,,1025
22.546787,23.915926,23.13612,,1026
23.990341,23.501787,25.364292,,1027
25.711044,25.67465,23.25708,,1028
25.169956,23.521502,22.708757,,1029
25.937597,25.817936,25.121206,,1030
25.69377,23.866306,23.429316,,1031
25.710583,24.082464,22.997433,,1032
22.297754,23.09308,24.34514,,1033
24.583174,25.376825,25.529488,,1034
23.50082,23.366653,25.316704,,1035
23.6644,24.896013,25.654202,,1036
24.917463,23.366018,25.449423,,1037
24.605013,23.230362,22.384743,,1038
22.801401,22.811651,23.600883,,1039
22.41793,25.513449,25.59137,,1040
22.256327,25.412281,22.945261,,1041
22.699482,22.22425,22.604153,,1042
25.833916,23.515596,25.66099,,1043
25.909393,25.520592,24.93911,,1044
22.936003,24.925337,25.246513,,1045
25.57483,22.506823,22.265285,,1046
23.513512,23.52562,22.455063,,1047
25.726261,23.472122,23.874311,,1048
23.680265,24.036892,23.668848,,1049
22.179358,23.481503,23.56758,,1050
23.287172,23.855932,25.524406,,1051
22.862583,22.525557,24.367489,,1052
23.142748,22.449062,23.199915,,1053
24.481384,25.441809,23.878075,,1054
25.85136,23.985897,25.48722,,1055
24.518053,23.742231,22.712227,,1056
23.263302,24.955898,24.541658,,1057
24.73133,25.480991,25.06396,,1058
25.55378,23.839529,23.130121,,1059
25.65155,23.614395,22.461948,,1060
25.737667,23.51482,24.02551,,1061
22.264978,23.091555,25.41308,,1062
25.747116,25.10905,22.591908,,1063
22.325615,23.946856,24.22687,,1064
24.595423,25.688618,24.40503,,1065
25.138142,23.65347,25.575445,,1066
22.448381,22.463123,22.404707,,1067
24.02073,23.564587,23.03957,,1068
22.227867,22.476637,25.397114,,1069
25.319843,22.749496,25.159134,,1070
25.61218,22.737679,22.669392,,1071
25.971306,25.6395,25.872688,,1072
24.785198,23.17053,25.642271,,1073
24.40375,24.028599,25.611639,,1074
22.457474,22.50735,23.173004,,1075
24.544212,22.533392,23.245768,,1076
22.253492,22.758087,25.551292,,1077
24.424465,22.633232,23.614681,,1078
22.543964,23.539793,23.187386,,1079
22.324589,24.382515,25.135494,,1080
24.999844,25.247232,23.036203,,1081
25.166271,25.3494,22.589396,,1082
24.47745,24.221786,25.262117,,1083
24.571537,24.68667,24.458485,,1084
25.0602,25.596561,24.717749,,1085
25.285336,22.340319,23.026407,,1086
25.707254,24.34303,22.680288,,1087
24.833103,24.67402,25.555464,,1088
25.814606,25.139027,23.70927,,1089
23.084282,24.625994,25.556883,,1090
22.356451,24.59319,25.466467,,1091
23.22653,22.713837,25.30282,,1092
23.825851,23.228716,25.644604,,1093
23.01221,24.285847,24.701807,,1094
25.763992,25.095104,22.892765,,1095
22.583286,22.438297,22.23309,,1096
25.781132,25.30335,25.538204,,1097
24.787819,25.71553,24.614697,,1098
25.271442,23.369516,22.426418,,1099
23.073458,24.033592,22.543049,,1100
23.396202,22.625751,25.467413,,1101
22.31595,25.533133,23.83801,,1102
24.788544,25.16171,24.229479,,1103
22.690815,25.330687,22.8899,,1104
25.74032,23.31,24.275434,,1105
22.031311,22.334885,22.19741,,1106
22.965958,25.36562,22.38248,,1107
24.70253,23.069992,23.43174,,1108
24.405712,22.614483,23.565388,,1109
24.56869,23.056547,24.604378,,1110
24.709166,22.461952,24.585396,,1111
24.156017,24.704817,23.454033,,1112
24.290474,23.920551,23.27871,,1113
22.602053,23.803946,22.763826,,1114
23.549017,25.471338,23.218313,,1115
22.135952,22.2764,22.297384,,1116
25.519356,22.681648,23.305424,,1117
24.132252,23.735653,25.608418,,1118
22.188427,23.061508,24.141768,,1119
25.668957,25.588099,24.47271,,1120
25.655746,24.601967,22.702282,,1121
25.45574,25.563274,25.642885,,1122
23.599657,22.691547,23.375256,,1123
24.501904,23.755552,22.576803,,1124
22.419012,25.426464,25.696747,,1125
23.914326,23.296967,25.517822,,1126
23.787226,23.111784,25.40834,,1127
22.212948,24.495718,23.124393,,1128
24.339285,23.010048,22.846369,,1129
22.136633,23.935108,22.387653,,1130
23.482843,24.260237,22.98124,,1131
22.045761,22.178144,22.59981,,1132
23.508347,24.66151,22.70377,,1133
25.702078,24.510786,23.544071,,1134
23.36936,24.33723,22.50626,,1135
25.440224,23.981789,24.080208,,1136
25.41143,23.66537,22.551168,,1137
24.916424,24.531189,25.619432,,1138
22.934227,22.46878,25.209583,,1139
25.306559,24.613857,23.93381,,1140
24.866936,24.973545,22.480438,,1141
22.850258,22.554403,24.598202,,1142
24.648848,23.342794,22.936934,,1143
25.487213,23.574686,23.42619,,1144
25.589363,22.518984,22.500172,,1145
25.767004,22.589441,25.449635,,1146
23.441643,25.390448,25.452497,,1147
23.409405,24.033104,22.457884,,1148
23.426352,24.71651,25.471445,,1149
23.443985,22.51236,23.943485,,1150
22.194298,22.487188,24.81586,,1151
25.623175,23.20154,22.392437,,1152
25.691355,23.615614,25.323982,,1153
22.912794,22.334803,23.062273,,1154
22.244595,24.390621,23.294092,,1155
22.7348,23.088045,24.515285,,1156
22.519398,24.61621,23.065948,,1157
22.765377,24.93477,24.596703,,1158
24.73378,22.602102,23.51674,,1159
25.113691,23.650219,25.30187,,1160
22.969095,24.152746,22.357979,,1161
25.36779,22.470554,24.624619,,1162
23.04327,22.540384,25.416231,,1163
24.582497,22.91884,25.576159,,1164
22.98289,23.530882,23.474266,,1165
25.669281,24.482481,24.073212,,1166
23.782103,25.43594,25.267582,,1167
23.677628,22.386948,23.428642,,1168
22.152664,23.37708,23.218225,,1169
23.908619,22.571081,25.445015,,1170
23.39461,23.91441,25.128609,,1171
25.789736,23.143105,25.28241,,1172
23.10992,23.13988,25.317266,,1173
23.20764,24.509483,22.465439,,1174
25.88424,25.170816,24.86127,,1175
22.209589,22.477985,25.08503,,1176
25.73847,23.939856,23.61414,,1177
22.771793,25.576965,25.431547,,1178
22.83365,25.297302,24.429455,,1179
25.451584,23.768976,24.279932,,1180
24.910553,25.589045,24.98615,,1181
25.70678,23.604664,23.410583,,1182
25.861433,24.709747,24.934628,,1183
24.42595,23.709991,25.740183,,1184
22.062973,22.613722,22.456821,,1185
22.390682,25.284588,22.348616,,1186
24.210932,22.763073,24.856825,,1187
24.125263,23.481815,23.780376,,1188
24.46704,25.453127,25.571152,,1189
22.286577,23.475634,25.396175,,1190
24.71245,25.362795,22.456556,,1191
22.258305,25.441885,22.949303,,1192
24.971737,25.535603,25.774881,,1193
23.806381,24.694584,24.421968,,1194
25.11718,25.51475,23.273573,,1195
22.617855,24.706766,25.469374,,1196
25.780388,23.335182,24.931398,,1197
23.899641,24.17275,25.633204,,1198
25.57483,25.603382,25.617386,,1199
22.73971,24.172539,22.37029,,1200
22.98458,24.869251,22.566248,,1201
22.224693,25.325937,22.493845,,1202
23.735378,25.0755,23.040844,,1203
23.409178,25.235474,22.65273,,1204
25.326862,25.375404,25.807732,,1205
24.851326,24.622139,24.144747,,1206
25.430338,22.548256,25.061375,,1207
25.092358,22.486134,23.642122,,1208
25.764496,25.388039,22.60838,,1209
22.370281,25.26453,25.030264,,1210
22.231676,23.867256,24.071232,,1211
22.172428,24.534763,22.396526,,1212
24.28166,25.538519,25.581347,,1213
25.734888,24.84656,22.646528,,1214
22.040852,22.30112,22.393364,,1215
25.123144,25.595402,23.919386,,1216
25.575878,24.18044,22.892696,,1217
25.766823,23.318098,24.71788,,1218
22.144636,23.436176,22.530056,,1219
22.115952,23.611,22.360159,,1220
25.842323,23.715435,25.60406,,1221
25.923603,25.423431,25.277834,,1222
24.846624,25.174473,22.461182,,1223
25.853336,23.953018,25.553705,,1224
22.509684,22.335775,23.70999,,1225
22.997751,22.533731,25.411549,,1226
23.628542,24.450478,22.780087,,1227
24.497671,23.966293,24.872972,,1228
24.593714,24.317486,23.988756,,1229
25.862783,25.18887,25.596725,,1230
22.20078,24.26457,23.14871,,1231
23.508171,25.439772,24.533796,,1232
25.945013,25.659296,25.40593,,1233
24.573404,25.42091,23.428423,,1234
22.589502,25.344221,22.362024,,1235
23.776432,24.56345,22.638288,,1236
25.792171,22.866518,25.600382,,1237
23.376137,24.239872,25.415878,,1238
23.18809,24.83248,23.364204,,1239
25.436184,22.862783,24.04391,,1240
22.405788,22.488012,25.408426,,1241
23.661575,24.695517,23.615797,,1242
24.080978,23.921902,22.758167,,1243
25.641098,23.38147,22.517212,,1244
22.331163,25.326677,24.303099,,1245
22.704525,23.35153,22.905794,,1246
25.964386,25.585062,25.809488,,1247
25.699848,22.565992,24.33142,,1248
24.055569,23.93191,25.758724,,1249
25.840439,23.649632,25.637844,,1250
25.837181,23.653278,25.578796,,1251
24.850258,23.122873,23.728422,,1252
24.36371,22.611958,23.344835,,1253
25.554564,23.738434,23.883312,,1254
22.213491,25.220871,22.408495,,1255
24.521923,25.144032,23.454435,,1256
22.126747,24.022417,22.132269,,1257
25.887463,24.527458,25.559393,,1258
24.695215,25.493351,23.41932,,1259
23.308765,23.292057,22.36633,,1260
25.673302,22.737087,23.709026,,1261
23.884453,25.25168,24.119122,,1262
25.512396,23.92765,23.930065,,1263
23.567183,24.026915,24.899527,,1264
25.468838,25.555378,22.89414,,1265
24.685595,25.234997,24.538723,,1266
22.11727,23.521631,22.471954,,1267
22.073654,22.378666,22.873455,,1268
22.217785,22.921047,24.781288,,1269
25.78312,22.761494,25.551527,,1270
23.720434,25.371284,24.869549,,1271
25.83854,24.750448,24.504725,,1272
22.173906,24.136976,22.819437,,1273
23.436071,24.874403,22.78434,,1274
25.860584,25.445732,25.249125,,1275
22.216328,24.393213,23.284348,,1276
25.76152,25.488884,22.456957,,1277
25.543646,24.837767,22.836245,,1278
25.681627,22.70024,23.887428,,1279
22.665085,24.549038,23.015373,,1280
25.59034,22.492119,22.543663,,1281
22.98185,23.68893,23.948668,,1282
24.929838,23.54777,23.548763,,1283
25.478317,25.527245,23.89609,,1284
23.8023,23.920984,23.418922,,1285
22.035053,22.348541,22.247374,,1286
23.759327,23.508165,24.095728,,1287
22.209839,24.129559,23.437714,,1288
23.55902,25.32507,24.777357,,1289
24.7133,25.024633,25.145235,,1290
22.857224,22.92262,25.211771,,1291
24.619318,23.495646,23.545732,,1292
22.286713,23.485678,25.38845,,1293
22.725807,25.260607,25.459465,,1294
23.428791,25.495308,24.138313,,1295
25.826117,24.44382,24.600174,,1296
24.870491,23.011744,22.392496,,1297
25.932114,25.306622,25.539331,,1298
24.217226,22.554188,24.255678,,1299
22.9457,23.203415,25.3843,,1300
23.714867,24.565842,22.383556,,1301
25.718313,24.17482,23.036505,,1302
25.587084,24.0481,22.857935,,1303
24.084057,24.509842,25.626839,,1304
22.542887,22.54111,23.28707,,1305
23.618492,24.179583,25.605064,,1306
23.484648,25.283936,23.617508,,1307
25.967245,25.693302,25.749868,,1308
24.980947,25.681341,25.68177,,1309
25.506897,22.638216,23.08712,,1310
23.322468,23.186588,23.586819,,1311
22.96021,23.98306,22.752808,,1312
25.723364,22.67261,24.624567,,1313
25.289473,22.498781,23.495024,,1314
25.221651,23.929148,22.744017,,1315
25.712128,24.553053,23.406422,,1316
24.249792,24.68627,22.99406,,1317
22.94093,22.502035,23.656654,,1318
22.190117,23.795317,23.436666,,1319
24.473537,22.566816,23.017717,,1320
22.62877,23.37112,25.515036,,1321
23.126823,23.328957,25.479084,,1322
23.780048,22.6753,25.489449,,1323
25.860826,24.423168,25.210882,,1324
23.087578,24.341627,22.339508,,1325
25.816385,24.88884,23.989723,,1326
24.981888,23.841698,22.355951,,1327
25.36655,24.903183,22.706734,,1328
23.958334,22.489576,24.399513,,1329
24.51521,23.567045,23.335337,,1330
25.080362,23.351807,25.504025,,1331
22.067947,22.47189,22.683218,,1332
23.155485,25.390045,22.567902,,1333
24.92068,25.495674,24.68265,,1334
24.181519,25.290726,22.532331,,1335
25.577854,24.668491,23.341074,,1336
23.089886,22.704273,24.986856,,1337
24.78997,24.962576,22.559818,,1338
24.141771,23.340147,23.67798,,1339
25.730078,23.771835,23.63948,,1340
22.21757,22.49798,24.550533,,1341
24.128721,25.550941,25.524044,,1342
25.506052,23.356792,24.154879,,1343
25.668552,23.980513,22.384878,,1344
23.449291,24.86658,24.929268,,1345
22.070885,22.772264,22.432783,,1346
22.293104,24.407726,24.575047,,1347
25.253563,23.88745,25.440231,,1348
25.678799,24.103964,22.435629,,1349
25.876156,25.77156,24.123083,,1350
25.713913,23.218765,23.917744,,1351
22.143234,23.486813,22.948181,,1352
25.79076,22.732208,25.710703,,1353
22.122108,23.643658,22.432188,,1354
25.851332,25.530714,23.941929,,1355
22.275728,23.422031,25.265335,,1356
23.638657,24.411964,24.507305,,1357
23.243708,23.958801,25.610859,,1358
24.517935,22.681435,25.49961,,1359
22.228046,23.404488,24.472292,,1360
25.145166,25.517244,23.937706,,1361
23.012943,24.853064,22.379694,,1362
25.191837,22.668571,24.306252,,1363
22.17395,22.508272,24.44889,,1364
22.126728,23.772861,22.381521,,1365
22.42449,24.171108,25.154354,,1366
22.891651,23.465233,23.096886,,1367
25.853186,24.446997,25.05715,,1368
25.795624,23.27281,25.723467,,1369
25.419153,22.62078,22.4994,,1370
24.610203,24.26998,24.863363,,1371
23.18186,22.305649,22.195545,,1372
22.277647,24.445375,24.274618,,1373
23.153353,24.763657,23.311441,,1374
22.183432,24.542242,22.5761,,1375
22.282103,24.783821,24.01193,,1376
25.887716,24.399174,25.692009,,1377
25.779001,23.187792,25.05524,,1378
24.159914,23.049103,22.672356,,1379
23.956678,25.341446,25.164698,,1380
23.195753,25.300575,23.339884,,1381
22.214567,25.269327,22.378313,,1382
24.447205,23.356201,25.501778,,1383
22.168196,23.740309,23.119026,,1384
24.680267,24.676025,22.637066,,1385
25.763947,22.830061,25.15705,,1386
23.16112,25.336977,22.512074,,1387
25.064405,25.590878,25.33217,,1388
22.660248,23.28329,22.360188,,1389
23.18784,23.693716,24.440271,,1390
24.317612,22.701038,25.19804,,1391
25.643103,22.68976,25.366856,,1392
22.174849,23.1085,23.863926,,1393
22.259815,23.506596,24.910261,,1394
25.569061,22.872658,24.853445,,1395
22.474655,25.17621,23.83547,,1396
24.63665,23.890282,25.59283,,1397
23.05398,22.903748,25.450897,,1398
25.891972,24.548355,25.61516,,1399
25.690933,23.642494,23.756407,,1400
24.935568,22.91172,24.306774,,1401
23.110786,22.440474,23.862663,,1402
22.530455,23.743713,25.380262,,1403
23.032127,24.028856,23.412697,,1404
22.323605,25.318048,24.183224,,1405
24.201942,22.775034,22.249798,,1406
23.394815,25.353424,24.682411,,1407
25.821682,24.240469,24.728123,,1408
23.90528,22.88236,23.174667,,1409
22.151012,22.738516,23.828686,,1410
24.393887,25.334545,25.302689,,1411
23.617874,22.611652,23.981873,,1412
24.22517,25.618017,24.865244,,1413
22.30451,25.429394,23.747267,,1414
24.929993,24.205143,22.53248,,1415
22.126888,22.322674,23.834423,,1416
22.414986,22.278381,22.265617,,1417
23.571838,23.199667,23.742964,,1418
23.965075,24.397526,22.858847,,1419
22.207188,24.980696,22.541477,,1420
23.762264,25.129839,24.680458,,1421
22.580267,25.291687,23.202444,,1422
23.421436,24.956062,23.68216,,1423
23.95194,24.195892,25.430815,,1424
23.922407,23.188549,24.101425,,1425
22.791784,23.878908,23.034826,,1426
22.26824,25.058943,23.501127,,1427
25.340223,22.60354,22.38199,,1428
23.171072,23.342415,24.521746,,1429
22.024086,22.274673,22.134794,,1430
22.261509,23.177954,25.267681,,1431
22.049665,22.559696,22.28461,,1432
24.649115,22.4759,22.477901,,1433
24.3975,23.547874,23.25684,,1434
24.340979,25.55884,22.759163,,1435
25.7996,24.903708,23.689514,,1436
23.082588,22.385042,23.24443,,1437
24.430807,24.64633,25.401495,,1438
24.904428,22.785936,24.941298,,1439
23.4886,23.206026,23.63147,,1440
22.411669,24.485132,25.080544,,1441
25.98637,25.899944,25.868345,,1442
23.10649,25.36013,24.526115,,1443
24.495642,25.078125,24.520754,,1444
25.530226,24.992393,24.148537,,1445
25.879705,24.361042,25.593954,,1446
22.594837,22.629265,24.52536,,1447
24.50051,25.654854,23.293749,,1448
23.69872,24.633078,25.238665,,1449
24.143976,22.888605,24.159586,,1450
24.994217,24.484398,25.195045,,1451
22.268534,22.947052,24.393923,,1452
22.228731,23.11939,23.800327,,1453
24.215818,23.116972,23.454819,,1454
24.318985,25.385822,24.30065,,1455
24.350872,24.829622,22.439484,,1456
24.756847,23.074398,24.492601,,1457
22.38121,25.577515,24.903063,,1458
24.707258,24.76003,22.554768,,1459
22.054113,22.422981,22.49694,,1460
22.35535,24.12184,22.32263,,1461
23.172384,22.581062,23.28788,,1462
23.05242,25.245964,22.604694,,1463
24.337349,23.448034,23.888145,,1464
24.925474,23.96227,22.644875,,1465
25.763552,25.38612,22.594248,,1466
22.212776,24.40435,23.212841,,1467
25.204983,25.481833,22.711742,,1468
22.859465,23.404991,22.286886,,1469
25.861145,24.24217,25.397312,,1470
23.503334,25.282566,25.393719,,1471
22.689974,23.84179,22.271324,,1472
22.460693,23.953142,24.111683,,1473
22.370438,24.68305,25.614395,,1474
23.964016,25.352995,23.967716,,1475
25.842731,25.51618,23.810259,,1476
25.797955,25.255672,23.309547,,1477
22.315031,24.731386,24.624126,,1478
22.212603,24.8302,22.78404,,1479
22.390472,23.502645,23.62385,,1480
22.17111,22.550491,24.35838,,1481
22.133934,23.531227,22.74564,,1482
22.664318,25.42768,23.151999,,1483
23.75159,22.592918,24.353966,,1484
25.616955,24.611849,23.524534,,1485
23.59972,22.895044,22.224096,,1486
25.088846,22.637186,24.41101,,1487
22.743462,23.186607,25.532238,,1488
25.687569,23.472757,23.215927,,1489
24.713509,22.65982,22.464787,,1490
22.691727,23.64415,23.99606,,1491
24.075886,25.61893,23.561975,,1492
25.805264,25.184679,23.50481,,1493
